0000fuck.you.get.signal.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
s2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
s3.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
s4.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
saatchi.dewww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sales.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sandbox.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sceptre-radio-clickfraud.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sc.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
scontent.sit-4.xx.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
search.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sec3dweb26slk3dweb26pos3d226linkstr3dhttp253a252f252fpop.robtex.com252ffma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sec3dweb26slk3dweb26pos3d226linkstr3dhttp253a252f252ftop.robtex.com252fwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
secure.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
secure.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
senitopeng.he-il.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
seo.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
server1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
server1.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
server2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
server.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
server.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
service.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
services.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
s.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sftp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sg.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
share.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sharepoint.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
shop.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
shop.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
shopping.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
si-lk.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
simpac.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sip.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sip.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sitebuilder.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
site.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sites.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.ar-ar.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.el-gr.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.pchelplinebd.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.pchelplinebd.comwww.m.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.saatchi.dewww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sk-sk.sokayka.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
skype.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
slovari.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sl-si.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sl-si.fi-fi.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sl-si.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sl-si.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sl-si.id-id.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sl-si.lt-lt.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sl-si.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sms.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
smtp1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
smtp2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
smtp3.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
smtp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
smtp.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
social.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
soulles-bitch.projet-camelot.com.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
spam.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
speed.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sport.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sports.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sq-al.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sq-al.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sql.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.ar-ar.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.da-dk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.da-dk.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.el-gr.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.fa-ir.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.he-il.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.lanlabuy.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.lt-lt.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.myteddycasino.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
srrs.myteddycasino.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.pt-br.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sr-rs.vi-vn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ss.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ssh.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ssl.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ssl.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sslvpn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sslvpn.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sso.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
staff.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
stage.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
stage.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
staging.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
staging.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
star.123.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
start.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
stat.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
static1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
static2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
static.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
static.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
static.tlcdn4.com.line.naver.jp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
static.tlcdn.line.naver.jp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
stats.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
stats.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
status.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
st.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
storage.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
store.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
store.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
stream.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
streaming.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
student.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
support.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
support.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
survey.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
suryanamaskara.0.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sv.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
svn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
svr.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sv-se.da-dk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sv-se.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sv-se.fi-fi.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sv-se.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
sv-se.sokayka.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
symposium.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
t001.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 66.220.152.0/21
t002.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 66.220.152.0/21
t003.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 66.220.152.0/21
ta-in.da-dk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.el-gr.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.pchelplinebd.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.saatchi.dewww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ta-in.www.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tech.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
teekaewpreecha2555.6461796c6967687477696e64796a616e6540686f746d616message.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.fi-fi.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.id-id.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
te-in.pchelplinebd.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
telkomael.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
telkomsel.0.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
telkomsel.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
telkomsel.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
temp.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
test1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
test2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
test3.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
test.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
testing.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
test.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
t.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
theidylgroup-beastiality-scat-clone.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
theidylgroup-sceptre-radio-click-fraud.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
thekafkapandemic.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
themaskedmoron.sg.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
themiamibeachcc.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
thomaskeble.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
thomaskonrad.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
th-th.da-dk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
th-th.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
th-th.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
th-th.gos.sk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
th-th.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
th-th.myteddycasino.com.www.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
th-th.www.pt-br.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ticket.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tickets.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
time.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.da-dk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.id-id.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.lanlabuy.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.lt-lt.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.sokayka.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tl-ph.vi-vn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tomcat-comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tools.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tools.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
top100.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
touch.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
trac.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tracker.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
track.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
travel.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tribunale.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.ar-ar.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.da-dk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.es-la.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.he-il.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.vi-vn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tr-tr.www.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ts.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tv.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tz001.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 66.220.152.0/21
tz002.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 66.220.152.0/21
tz003.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 66.220.152.0/21
tz022.fbma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
tz022.fma.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
u.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
uk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
uk-ua.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
uk-ua.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
uk-ua.he-il.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
uk-ua.pchelplinebd.comwww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
um.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
un4eyptbvrhkg02l35iqc71xdjm6faos98zw.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
uni.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
union.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
univ.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
unlimited.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
update.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
up.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
upload.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
upload.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
ur-pk.fi-fi.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
user.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
users.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
us.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
v2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vaccine-bc-huang.me.g.co.4g.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vaccine-schedule.vi-vn.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
varnish.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vc.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
v.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
video.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vin2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vip.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
virginmedia.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
virusdesk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
virusswb.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vi-vn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vi-vn.id-id.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vi-vn.mobile.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vi-vn.saatchi.dewww.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vmw840axgcqzp3fodb6heiyr5lnt7u2j9sk1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vod.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
voipa017.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
voipa01c.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
voipa038.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
voipa03d.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
voipa044.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
voipa064.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
voip.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vpn1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vpn2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vpn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vpn.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
vps.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
w3.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wa.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wap.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wap.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
warriors.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
web1.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
web2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
web3.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
web4.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
web5.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
webdisk.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
webdisk.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
web.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
webmail2.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
webmail.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
webmail.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
web.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wenku.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
w.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wfhexa9bgncp1qm3d2u65vli74rz0jst8kyo.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
whatspp.net.line-cdn.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
whm.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
whm.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wifi.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wiki.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wiki.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wip3.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wjur0gkhtf54opan7q6s9xz3cdb12i8leyvm.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wnd925gqyf4k8vcebhjasm37i1ur0tlxp6oz.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wordpress.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
wordpress.on.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
work.fb.me AS32934 AS32934 - FACEBOOK, INC. US 157.240.22.0/24
